rank,College Name,Location,nces_id,state,address,phone_number,website,type,awards_offered,campus_housing,student_population,student_faculty_ratio,SAT Math,SAT R/W,Admission Rate,Admissions Deadline,Overall Grade,College Grade Card,Popular Majors,College Description,Avg Salary,Employment Rate,College Highlights
100,Fordham University,The Bronx ,191241.0,NY,441 E Fordham Rd Bronx New York 10458,(718) 817-1000,www.fordham.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,16364 (9399 undergraduate),13 to 1,610-710,620-700,53%,November 1,A-,"Academics : A-,Value : A-,Diversity : A,Campus : B-,Athletics : B,Party Scene : B,Professors : A,Location : B+,Dorms : C+,Campus Food : D-,Student Life : B+,Safety : B","Business,Economics,Communications,Finance,Psychology,Accounting,Political Science and Government,Information Science,International Relations,English","Founded in 1841, Fordham offers an urban educational experience rooted in the Jesuit tradition of intellectual rigor and respect for the individual. Students choose from more than 60 majors and complete a core curriculum that spans literature, history, science, theology, philosophy, and the arts. Fordham has two residential campuses: Rose Hill, adjacent to the New York Botanical Garden and the Bronx Zoo; and Lincoln Center, in the cultural heart of Manhattan near Central Park. As the Jesuit University of NYC, Fordham is a place where talent and intellect are nurtured and dreams are achieved.","$59,200/ year
National avg salary is $33,028","92%
National is 83%","Best Catholic Colleges in America:23 of 164,Best Colleges for Public Policy in America:38 of 623,Best Colleges for Accounting and Finance in America:52 of 814"
101,The University of Oklahoma,Norman ,,,,,,,,,,,,,,,A,"Academics : A-,Value : A-,Diversity : A,Campus : A,Athletics : A+,Party Scene : A+,Professors : A-,Location : Unavailable,Dorms : C+,Campus Food : A,Student Life : A+,Safety : B+","Liberal Arts and Humanities,Finance,Organizational Behavior Studies,Psychology,Zoology and Entomology,Accounting,Mechanical Engineering,Marketing,Kinesiology and Exercise Science,Journalism","What Possibilities! Those are the words OUs first president, David Ross Boyd, uttered when he first stepped off the train in Norman and looked across the land on which the university would eventually stand. More than 125 years later, those words still ring true. ","$51,100/ year
National avg salary is $33,028","93%
National is 83%","Best College Athletics in America:4 of 1,422,Colleges with the Best Student Life in America:19 of 1,612,Top Party Schools in America:36 of 1,612"
102,University of Vermont,Burlington,231174.0,VT,85 S Prospect St Burlington Vermont 05405-0160,(802) 656-3131,www.uvm.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,13292 (11136 undergraduate),16 to 1,570-670,590-680,71%,November 1,B+,"Academics : B+,Value : A-,Diversity : B+,Campus : B+,Athletics : B+,Party Scene : A,Professors : B+,Location : A,Dorms : B-,Campus Food : B-,Student Life : A,Safety : B","Business,Environmental Science,Psychology,Economics,Biology,Nursing,Computer Science,Political Science and Government,Public Relations,Mechanical Engineering","Since 1791, the University of Vermont has worked to move humankind forward. Today, UVM is a Public Ivy and top 100 research university of a perfect size, large enough to offer a breadth of ideas, resources, and opportunities, yet small enough to enable close faculty-student mentorship across all levels of study, from bachelors to M.D. programs. Here, students educational experience and activities are enriched by our location  from the energy and innovation of Burlington to the forests, farms, and independent spirit of Vermont. UVM provides students endless ways to explore the world, challenge ideas, and dig in on the most pressing issues of our time.","$47,300/ year
National avg salary is $33,028","95%
National is 83%","Most Liberal Colleges in America:3 of 849,Best Colleges for Agricultural Sciences in America:30 of 142,Top Public Universities in America:110 of 691"
103,The University of Tennessee at Martin,Martin ,,,,,,,,,,,,,,,B,"Academics : B,Value : B-,Diversity : B+,Campus : A-,Athletics : B+,Party Scene : A-,Professors : B+,Location : B-,Dorms : A,Campus Food : A-,Student Life : A-,Safety : B","Agriculture,Liberal Arts and Humanities,Business,Education,Physical Education Teaching and Coaching,Nursing,Finance,Marketing,Psychology,Social Work and Youth Services","At UT Martin, you'll be part of a caring and close-knit family who will challenge you to do your best, encourage you to follow your dreams and support you through every step of your academic journey. Here, students have access to a wide variety of majors, scholarships, hands-on experiences, internships, research and study abroad opportunities. ","$36,200/ year
National avg salary is $33,028","91%
National is 83%","Most Conservative Colleges in America:15 of 854,Best Colleges for Agricultural Sciences in America:48 of 142,Best College Dorms in America:78 of 1,392"
104,University of New Hampshire,Durham ,,,,,,,,,,,540-640,550-640,85%,November 15,A-,"Academics : B+,Value : A-,Diversity : B+,Campus : A,Athletics : A-,Party Scene : A,Professors : A-,Location : B,Dorms : B+,Campus Food : A+,Student Life : A,Safety : B","Business,Psychology,Communications,Biomedical Sciences and Molecular Medicine,Parks, Recreation and Leisure Studies,English,Mechanical Engineering,Political Science and Government,Civil Engineering,Foods, Nutrition, and Wellness Studies","New Hampshire is a highly rated public university located in Durham, New Hampshire. It is a large institution with an enrollment of 11,960 undergraduate students. The New Hampshire acceptance rate is 84%. Popular majors include Business, Psychology, and Communications. Graduating 76% of students, New Hampshire alumni go on to earn a starting salary of $42,400.","$51,400/ year
National avg salary is $33,028","96%
National is 83%","Best College Food in America:35 of 1,392,Best Colleges for Agricultural Sciences in America:44 of 142,Best College Campuses in America:66 of 1,419"
105,Clemson University,Clemson,217882.0,SC,201 Sikes Hall Clemson South Carolina 29634,(864) 656-4636,www.clemson.edu/,4-year Public,Less than one year certificateOne but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,26406 (20868 undergraduate),16 to 1,600-700,610-690,62%,December 1,A,"Academics : A,Value : A,Diversity : B+,Campus : A-,Athletics : A+,Party Scene : A,Professors : A,Location : B-,Dorms : B,Campus Food : B,Student Life : A+,Safety : A-","Business,Marketing,Psychology,Biology,Mechanical Engineering,Industrial Engineering,Nursing,Information Science,Finance,Accounting","Clemson is a highly rated public university located in South Carolina. It is a large institution with an enrollment of 19,486 undergraduate students. Admissions is fairly competitive as the Clemson acceptance rate is 51%. Popular majors include Business, Marketing, and Psychology. Graduating 84% of students, Clemson alumni go on to earn a starting salary of $43,600.","$52,400/ year
National avg salary is $33,028","94%
National is 83%","Best Colleges for Agricultural Sciences in America:9 of 142,Best College Athletics in America:11 of 1,422,Best Colleges for Sports Management in America:13 of 435"
106,University of Cincinnati,Cincinnati,,,,,,,,,,,560-680,560-650,76%,December 1,A-,"Academics : A-,Value : A-,Diversity : A-,Campus : A-,Athletics : A,Party Scene : A+,Professors : A-,Location : A+,Dorms : B-,Campus Food : B,Student Life : A+,Safety : B-","Nursing,Marketing,Finance,Biology,Communications,Psychology,Mechanical Engineering,Criminal Justice and Safety Studies,Accounting,Medical Laboratory Technician","Cincinnati is a highly rated public university located in Cincinnati, Ohio. It is a large institution with an enrollment of 23,712 undergraduate students. Admissions is somewhat competitive as the Cincinnati acceptance rate is 77%. Popular majors include Nursing, Marketing, and Finance. Graduating 71% of students, Cincinnati alumni go on to earn a starting salary of $35,800.","$42,300/ year
National avg salary is $33,028","92%
National is 83%","Best Colleges for Information Technology in America:11 of 238,Top Party Schools in America:38 of 1,612,Best Colleges for Education in America:41 of 921"
107,University of North Texas,Denton ,227216.0,TX,1501 W.Chestnut Ave. Denton Texas 76203-1277,(940) 565-2000,www.unt.edu/,4-year Public,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,40953 (32814 undergraduate),26 to 1,520-610,530-630,84%,June 1,B+,"Academics : B+,Value : B+,Diversity : A,Campus : A-,Athletics : A-,Party Scene : A,Professors : B,Location : A-,Dorms : B-,Campus Food : A+,Student Life : A,Safety : B-","Liberal Arts and Humanities,Psychology,Biology,Journalism,Criminal Justice and Safety Studies,Marketing,Kinesiology and Exercise Science,English,Radio and Television,Finance","North Texas is an above-average public university located in Denton, Texas in the Dallas-Fort Worth Area. It is a large institution with an enrollment of 26,055 undergraduate students. Admissions is somewhat competitive as the North Texas acceptance rate is 74%. Popular majors include Liberal Arts and Humanities, Psychology, and Biology. Graduating 56% of students, North Texas alumni go on to earn a starting salary of $37,600.","$45,000/ year
National avg salary is $33,028","93%
National is 83%","Best Hispanic-Serving Institutions in America:23 of 356,Best College Food in America:40 of 1,392,Best Big Colleges in America:88 of 128"
108,University of South Carolina,Columbia ,,,,,,,,,,,560-670,580-670,68%,October 15,A,"Academics : A-,Value : A-,Diversity : A-,Campus : A,Athletics : A+,Party Scene : A+,Professors : A-,Location : B+,Dorms : B,Campus Food : A,Student Life : A+,Safety : B-","Finance,Marketing,Business,Public Health,Biology,Management Sciences and Information Systems,Research and Experimental Psychology,Exercise Physiology,Nursing,Criminal Justice and Law Enforcement Administration","South Carolina is a highly rated public university located in Columbia, South Carolina. It is a large institution with an enrollment of 26,400 undergraduate students. Admissions is somewhat competitive as the South Carolina acceptance rate is 69%. Popular majors include Finance, Marketing, and Business. Graduating 77% of students, South Carolina alumni go on to earn a starting salary of $38,000.","$44,900/ year
National avg salary is $33,028","95%
National is 83%","Best Colleges for Sports Management in America:9 of 435,Best College Athletics in America:24 of 1,422,Best Greek Life Colleges in America:24 of 824"
109,Southern Methodist University,Dallas,228246.0,TX,6425 Boaz St Dallas Texas 75275-0221,(214) 768-2000,www.smu.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,12373 (6827 undergraduate),11 to 1,620-740,630-710,53%,November 1,A+,"Academics : A,Value : A,Diversity : A-,Campus : A,Athletics : A,Party Scene : A+,Professors : A+,Location : A+,Dorms : A-,Campus Food : A-,Student Life : A+,Safety : B","Finance,Economics,Accounting,Mathematics,Biology,Psychology,Sport and Fitness Management,Marketing,Mechanical Engineering,Public Relations",Data Not Available,"$60,700/ year
National avg salary is $33,028","93%
National is 83%","Best Christian Colleges in America:5 of 364,Best Colleges for Sports Management in America:6 of 435,Most Conservative Colleges in America:16 of 854"
110,"California State University, Northridge",Northridge,,,,,,,,,,,,,,,B,"Academics : B,Value : B+,Diversity : A,Campus : A-,Athletics : B+,Party Scene : B+,Professors : B-,Location : B+,Dorms : B,Campus Food : A,Student Life : A-,Safety : B-","Psychology,Business,Sociology,Physical Education Teaching and Coaching,Radio and Television,Marketing,Finance,Liberal Arts and Humanities,Communications,Early Childhood Education",No Description Available,"$45,400/ year
National avg salary is $33,028","90%
National is 83%","Best Hispanic-Serving Institutions in America:47 of 356,Best Big Colleges in America:98 of 128,Best College Campuses in America:148 of 1,419"
111,San Jose State University,San Jose,122755.0,CA,One Washington Square San Jose California 95192-0001,(408) 924-1000,www.sjsu.edu/,4-year Public,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practiceDoctor's degree - other,Yes,36208 (27701 undergraduate),25 to 1,520-640,510-620,67%,November 30,,,,,,,
