nces_id,College Name,state,address,phone_number,website,type,awards_offered,campus_housing,student_population,student_faculty_ratio
138901,Atlanta Metropolitan State College,GA,1630 Metropolitan Parkway SW Atlanta Georgia 30310-4448,(404) 756-4000,www.atlm.edu/,4-year primarily associate's Public,Less than one year certificateAssociate's degreeBachelor's degree,No,1704 (all undergraduate),20 to 1
439446,Atlantic Institute of Oriental Medicine,FL,100 E Broward Blvd Suite 100 Fort Lauderdale Florida 33301-3510,(954) 763-9840 x203,www.atom.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree,No,174 (69 undergraduate),6 to 1
485768,Atlantis University,FL,1442 Biscayne Boulevard Miami Florida 33132,(305) 377-8817 x1005,www.atlantisuniversity.edu/,4-year Private for-profit,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,No,550 (121 undergraduate),25 to 1
100858,Auburn University,AL,Auburn Alabama 36849,(334) 844-4000,www.auburn.edu/,4-year Public,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practiceDoctor's degree - other,Yes,30737 (24505 undergraduate),20 to 1
100830,Auburn University at Montgomery,AL,7440 East Drive Montgomery Alabama 36117-3596,(334) 244-3000,www.aum.edu/,4-year Public,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,5212 (4375 undergraduate),16 to 1
173045,Augsburg University,MN,2211 Riverside Ave Minneapolis Minnesota 55454,(612) 330-1000,www.augsburg.edu/,4-year Private not-for-profit,One but less than two years certificateBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - professional practice,Yes,3346 (2512 undergraduate),13 to 1
482149,Augusta University,GA,1120 15th St Augusta Georgia 30912,(706) 721-0211,www.augusta.edu/,4-year Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,8920 (5674 undergraduate),17 to 1
143084,Augustana College,IL,639 38th St Rock Island Illinois 61201-2296,(309) 794-7000,www.augustana.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,2389 (2377 undergraduate),11 to 1
219000,Augustana University,SD,2001 S Summit Ave Sioux Falls South Dakota 57197-0001,(605) 274-5516,www.augie.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,2019 (1735 undergraduate),12 to 1
201177,Aultman College of Nursing and Health Sciences,OH,2600 6th St SW Canton Ohio 44710-1797,(330) 363-6347,www.aultmancollege.edu/,4-year primarily associate's Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degree,No,355 (all undergraduate),9 to 1
143118,Aurora University,IL,347 S Gladstone Ave Aurora Illinois 60506-4892,(630) 892-6431,aurora.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,6265 (4158 undergraduate),20 to 1
222983,Austin College,TX,900 N Grand Ave Sherman Texas 75090-4400,(903) 813-2000,www.austincollege.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1302 (1285 undergraduate),12 to 1
222992,Austin Community College District,TX,5930 Middle Fiskville Rd Austin Texas 78752,(512) 223-7000,www.austincc.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,39896 (all undergraduate),20 to 1
247825,Austin Graduate School of Theology,TX,7640 Guadalupe St Austin Texas 78752,(512) 476-2772,www.austingrad.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,No,21 (13 undergraduate),3 to 1
219602,Austin Peay State University,TN,601 College St Clarksville Tennessee 37044,(931) 221-7011,www.apsu.edu/,4-year Public,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,10272 (9087 undergraduate),16 to 1
446048,Ave Maria University,FL,5050 Ave Maria Blvd Ave Maria Florida 34142-9505,(239) 280-2500,www.avemaria.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreeDoctor's degree,Yes,1108 (1071 undergraduate),13 to 1
231420,Averett University,VA,420 W Main St Danville Virginia 24541,(434) 791-5600,www.averett.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degree,Yes,887 (all undergraduate),12 to 1
449931,Averett University-Non-Traditional Programs,VA,420 W Main St Danville Virginia 24541,(800) 448-5233,gps.averett.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreePost-master's certificate,No,472 (196 undergraduate),9 to 1
176628,Avila University,MO,11901 Wornall Rd Kansas City Missouri 64145-1698,(816) 942-8400,www.avila.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,1414 (1058 undergraduate),12 to 1
109785,Azusa Pacific University,CA,901 E Alosta Azusa California 91702-7000,(626) 969-3434,www.apu.edu/,4-year Private not-for-profit,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,9006 (4498 undergraduate),10 to 1
164580,Babson College,MA,231 Forest Street Wellesley Massachusetts 02457-0310,(781) 235-1200,www.babson.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degree,Yes,3340 (2457 undergraduate),14 to 1
206817,Bacone College,OK,2299 Old Bacone Rd Muskogee Oklahoma 74403-1597,(918) 683-4581 x7340,www.bacone.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degree,Yes,321 (all undergraduate),12 to 1
128586,Bais Binyomin Academy,NY,51 Carlton Road Monsey New York 10952,(845) 207-0330,baisbinyominacademy.com/,4-year Private not-for-profit,Bachelor's degree,No,35 (all undergraduate),6 to 1
476601,Bais HaMedrash and Mesivta of Baltimore,MD,6823 Old Pimlico Road Baltimore Maryland 21209-1613,(410) 486-0006,www.bhmb.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,60 (all undergraduate),12 to 1
245777,Bais Medrash Elyon,NY,73 Main Street Monsey New York 10952,(845) 356-7065,baismedroshelyon.com/,4-year Private not-for-profit,Bachelor's degree,Yes,91 (28 undergraduate),23 to 1
490513,Bais Medrash Mayan Hatorah,NJ,101 Milton Street Lakewood New Jersey 08701,(732) 367-9900,baismedrashmayanhatorah.com/,4-year primarily associate's Private not-for-profit,Associate's degreeBachelor's degree,Yes,41 (all undergraduate),3 to 1
495031,Bais Medrash of Dexter Park,NY,445 South Pascack Road Chestnut Ridge New York 10977,(845) 735-2807,bmdpark.com/,4-year primarily associate's Private not-for-profit,Associate's degreeBachelor's degree,No,68 (all undergraduate),11 to 1
449658,Bais Medrash Toras Chesed,NJ,901 Monmouth Ave Lakewood New Jersey 08701,(732) 364-1220 x2,www.bmtc.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,150 (all undergraduate),25 to 1
168847,Baker College,MI,1020 S Washington St Owosso Michigan 48867,(989) 729-3500,www.baker.edu/,4-year Private not-for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreeDoctor's degree - research/scholarship,Yes,6028 (5680 undergraduate),8 to 1
154688,Baker University,KS,615 Dearborn Street Baldwin City Kansas 66006-0065,(785) 594-6451,www.bakeru.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarship,Yes,2279 (1335 undergraduate),10 to 1
109819,Bakersfield College,CA,1801 Panorama Dr Bakersfield California 93305-1299,(661) 395-4011,www.bakersfieldcollege.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degree,No,24903 (all undergraduate),29 to 1
201195,Baldwin Wallace University,OH,275 Eastland Rd Berea Ohio 44017-2088,(440) 826-2900,www.bw.edu/,4-year Private not-for-profit,Less than one year certificateBachelor's degreeMaster's degreePost-master's certificate,Yes,3399 (2860 undergraduate),11 to 1
150136,Ball State University,IN,2000 University Ave Muncie Indiana 47306,(765) 289-1241,www.bsu.edu/,4-year Public,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,21597 (15780 undergraduate),14 to 1
176664,Baptist Bible College,MO,628 E Kearney Springfield Missouri 65803-3498,(417) 268-6000,www.gobbc.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,222 (202 undergraduate),12 to 1
219639,Baptist Health Sciences University,TN,1003 Monroe Ave Memphis Tennessee 38104,(901) 572-2468,www.baptistu.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeDoctor's degree - professional practice,Yes,890 (871 undergraduate),9 to 1
223083,Baptist Health System School of Health Professions,TX,8400 Datapoint Dr San Antonio Texas 78229,(210) 297-9636,www.bshp.edu/,4-year primarily associate's Private for-profit,Less than one year certificateOne but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,No,567 (all undergraduate),13 to 1
223117,Baptist Missionary Association Theological Seminary,TX,1530 E Pine St Jacksonville Texas 75766-5407,(903) 586-2501,www.bmats.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degree,Yes,110 (49 undergraduate),2 to 1
444398,Baptist University of the Americas,TX,7838 Barlite Blvd. San Antonio Texas 78224-1364,(210) 924-4338 x200,www.bua.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degree,Yes,117 (all undergraduate),10 to 1
155070,Barclay College,KS,607 N Kingman Haviland Kansas 67059-0288,(620) 862-5252,www.barclaycollege.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreeMaster's degreePost-master's certificate,Yes,215 (166 undergraduate),11 to 1
189088,Bard College,NY,Annandale Road Annandale-On-Hudson New York 12504-5000,(845) 758-6822,www.bard.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degreeMaster's degreeDoctor's degree - research/scholarship,Yes,2465 (2118 undergraduate),9 to 1
167792,Bard College at Simon's Rock,MA,84 Alford Road Great Barrington Massachusetts 01230-9702,(413) 644-4400,www.simons-rock.edu/,4-year primarily associate's Private not-for-profit,Associate's degreeBachelor's degree,Yes,343 (all undergraduate),6 to 1
189097,Barnard College,NY,3009 Broadway New York New York 10027-6598,(212) 854-5262,www.barnard.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,2744 (all undergraduate),9 to 1
177719,Barnes-Jewish College Goldfarb School of Nursing,MO,4483 Duncan Avenue Mailstop 90-36-697 Saint Louis Missouri 63110,(314) 454-7055,www.barnesjewishcollege.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practiceDoctor's degree - other,No,627 (529 undergraduate),10 to 1
132471,Barry University,FL,11300 NE 2nd Ave Miami Florida 33161-6695,(800) 756-6000,www.barry.edu/,4-year Private not-for-profit,Bachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,7515 (3523 undergraduate),15 to 1
197911,Barton College,NC,200 E. ACC Drive Wilson North Carolina 27893-7000,(252) 399-6300,www.barton.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degree,Yes,1177 (1105 undergraduate),13 to 1
235547,Bastyr University,WA,14500 Juanita Drive NE Kenmore Washington 98028-4966,(425) 602-3000,www.bastyr.edu/,4-year Private not-for-profit,Less than one year certificateBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,904 (109 undergraduate),11 to 1
160977,Bates College,ME,2 Andrews Road Lewiston Maine 04240,(207) 786-6000,www.bates.edu/,4-year Private not-for-profit,Bachelor's degree,Yes,1876 (all undergraduate),10 to 1
380359,Bay Mills Community College,MI,12214 W Lakeshore Dr Brimley Michigan 49715,(906) 248-3354 x8423,www.bmcc.edu/,4-year primarily associate's Public,Less than one year certificateOne but less than two years certificateAssociate's degreeTwo but less than 4 years certificateBachelor's degree,No,438 (all undergraduate),10 to 1
164632,Bay Path University,MA,588 Longmeadow Street Longmeadow Massachusetts 01106,(413) 565-1000,www.baypath.edu/,4-year Private not-for-profit,Less than one year certificateAssociate's degreeBachelor's degreePostbaccalaureate certificateMaster's degreePost-master's certificateDoctor's degree - professional practice,Yes,3224 (1795 undergraduate),12 to 1
164641,Bay State College,MA,31 St. James Avenue Boston Massachusetts 02116,(617) 217-9000,www.baystate.edu/,4-year Private for-profit,One but less than two years certificateAssociate's degreeBachelor's degree,Yes,691 (all undergraduate),11 to 1
223232,Baylor University,TX,Waco Texas 76798,(254) 710-1011,www.baylor.edu/,4-year Private not-for-profit,Bachelor's degreeMaster's degreePost-master's certificateDoctor's degree - research/scholarshipDoctor's degree - professional practice,Yes,19297 (14399 undergraduate),15 to 1
384254,Beacon College,FL,105 E Main St Leesburg Florida 34748,(352) 787-7660,www.beaconcollege.edu/,4-year Private not-for-profit,Associate's degreeBachelor's degree,Yes,427 (all undergraduate),11 to 1
160995,Beal University,ME,99 Farm Road Bangor Maine 04401,(207) 947-4591,www.beal.edu/,4-year primarily associate's Private for-profit,One but less than two years certificateAssociate's degreeBachelor's degreeMaster's degree,No,493 (all undergraduate),15 to 1
